year,province,city,Komposit,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Harapan Hidup (tahun),Stunting (%),food_security_index,IKP Ranking
2018,aceh,kota lhokseumawe,5,50,12.32,51.14,0,11.97,10.78,0.06,71.14,25.2,69.29,56
2018,aceh,kota subulussalam,1,50,19.71,59.43,1.16,47.9,8.06,1,63.56,47.4,21.5,98
2018,sumatera utara,nias,4,0.8,18.11,60.16,32.17,59.99,5.08,1.8,69.18,41.6,63.43,319
2018,sumatera utara,mandailing natal,4,0.47,11.02,61.46,7.47,63.39,8.36,17.06,61.97,39.7,67.37,294
2018,sumatera utara,tapanuli selatan,5,0.42,10.6,63.53,5.28,63.86,9.02,8.43,64.28,32.4,70.47,259
2018,sumatera utara,tapanuli tengah,5,0.59,14.66,50.77,4.1,59.24,8.54,2.52,66.66,28.2,71.36,242
2018,sumatera utara,tapanuli utara,5,0.38,11.35,70.97,3.86,51.03,9.4,2.6,67.86,24.2,74.91,170
2018,sumatera utara,toba samosir,6,0.28,10.19,57.74,4.41,47.51,9.62,2.48,69.36,36.2,76.89,123
2018,sumatera utara,labuhanbatu,6,0.84,8.89,41.91,2.51,37.5,9.21,2.27,69.44,33.1,77.12,118
2018,sumatera utara,asahan,5,1.55,11.67,44.8,1.06,25.03,8.78,2.77,67.57,24.6,73.45,202
2018,sumatera utara,simalungun,6,0.2,10.65,51.34,0.31,41.73,9.02,1.86,70.53,36.7,79.1,71
2018,sumatera utara,dairi,6,0.35,8.87,60.18,2.01,54.06,9.17,2.33,68.13,29.6,75.9,146
2018,sumatera utara,karo,6,0.33,9.97,62.56,0.73,41.69,9.68,2.18,70.77,30.8,78.78,75
2018,sumatera utara,deli serdang,6,0.9,4.62,40.27,0.53,20.36,9.75,0.6,71.11,33.3,82.32,20
2018,sumatera utara,langkat,6,0.61,11.15,42.84,0.32,39.45,8.79,2.05,67.94,26.2,77.44,108
2018,sumatera utara,nias selatan,4,0.57,18.48,48.72,34.76,77.31,5.96,1.97,68,39.2,63.02,322
2018,sumatera utara,humbang hasundutan,5,0.44,9.85,54.47,1.45,53.1,9.25,6.95,68.41,41.5,74.27,183
2018,sumatera utara,pakpak barat,5,0.62,10.53,66.15,2.85,59.22,8.35,3.94,65.05,28.3,70.56,258
2018,sumatera utara,samosir,5,0.7,14.72,59.1,1.15,51,8.62,4.22,70.68,33.1,72.58,221
2018,sumatera utara,serdang bedagai,6,0.2,9.3,62.95,0.32,37.86,8.44,1.45,67.79,31.6,78.3,88
2018,sumatera utara,batu bara,6,0.62,12.48,42.11,0.27,31.36,8.17,1.46,66.1,20.1,77.77,98
2018,sumatera utara,padang lawas utara,5,0.41,10.7,57.94,6.71,54.77,8.77,5.65,66.58,32.2,73.26,208
2018,sumatera utara,padang lawas,4,1.07,9.1,70.2,7.05,66.89,8.57,4.86,66.5,40.5,65.77,308
2018,sumatera utara,labuhanbatu selatan,2,5,11.63,46.97,1.57,34.6,8.73,4.41,68.14,25.9,50.64,374
2018,sumatera utara,labuhanbatu utara,6,0.51,11.28,51.25,1.43,44.07,8.46,3.43,68.91,23.6,76.98,120
2018,sumatera utara,nias utara,3,1.48,29.06,51.9,30.3,54.14,6.09,3.2,68.77,41.6,57.34,345
2018,sumatera utara,nias barat,3,1.39,27.23,57.04,20.23,58.66,5.77,1.34,68.28,45.5,57.43,344
2018,sumatera utara,kota sibolga,5,50,13.69,55.17,0.65,9.96,9.91,0.07,68.05,20.9,61.81,80
2018,sumatera utara,kota tanjungbalai,3,50,14.46,63.26,0.39,7.34,9.28,0.16,62.28,29.8,49.87,93
2018,sumatera utara,kota pematangsiantar,6,50,10.1,51.81,0,10.69,11.45,0.04,72.63,22.7,74.56,40
2018,sumatera utara,kota tebingtinggi,4,50,11.9,56.44,0.49,22.02,10.1,0.04,70.28,27,60.73,83
2018,sumatera utara,kota medan,6,50,9.11,47.68,0,4.44,11.06,0.04,72.4,8.4,81.42,21
2018,sumatera utara,kota binjai,5,50,6.75,53.42,0.23,24.92,10.73,0.04,71.75,29.7,68.46,63
2018,sumatera utara,kota padangsidimpuan,4,0.93,8.25,54.5,0.3,38.08,10.94,0.18,68.41,35.7,57.48,88
2018,sumatera utara,kota gunungsitoli,2,50,21.66,55.17,1.73,34.08,8.19,0.57,70.42,35.8,36.77,95
2018,sumatera barat,kepulauan mentawai,2,3.3,14.67,68.4,27.4,58,7.33,9.43,64.37,25.7,49.92,376
2018,sumatera barat,pesisir selatan,6,0.4,7.79,45.39,1.47,35.45,8.35,6.61,70.25,27.5,80.66,46
2018,sumatera barat,solok,5,0.29,9.06,54.54,4.69,48.05,8.16,3.98,67.65,39.9,75.34,160
2018,sumatera barat,sijunjung,5,0.72,7.35,58.36,2.15,41.46,8.2,5.69,65.44,38.7,73.36,205
2018,sumatera barat,tanah datar,6,0.33,5.56,47.33,1.5,40.16,8.61,2.04,69.11,33,80.23,50
2018,sumatera barat,padang pariaman,6,0.4,8.46,43.37,1.66,48.73,7.65,1.48,67.96,33.6,76.69,125
2018,sumatera barat,agam,6,0.3,7.59,43.73,2.08,42.24,8.94,2.93,71.57,31.3,81,40
2018,sumatera barat,lima puluh kota,6,0.36,7.15,63.56,3.58,42.59,8.14,4.53,69.31,27,77.98,94
2018,sumatera barat,pasaman,5,0.37,7.41,60.99,3.49,47.77,7.68,6.69,66.54,40.6,74.12,187
2018,sumatera barat,solok selatan,6,0.32,7.21,49.82,2.31,46.14,8.37,4.28,66.92,36.2,76.91,122
2018,sumatera barat,dharmasraya,6,1.03,6.68,59.65,0,37.66,8.16,5.64,70.44,27,75.82,148
2018,sumatera barat,pasaman barat,5,0.55,7.26,53.13,1.47,49.45,8.04,4.07,67.15,32.1,75.2,163
2018,sumatera barat,kota padang,6,50,4.74,47.54,0.32,12.41,11.29,0.17,73.2,22.6,79.41,27
2018,sumatera barat,kota solok,6,50,3.66,51.97,0.74,2.46,11.17,0.1,72.92,31.9,78.54,29
2018,sumatera barat,kota sawahlunto,5,0.96,2.01,54.25,1.08,19.17,10.22,0.75,69.39,26.3,64.17,76
2018,sumatera barat,kota padang panjang,6,50,6.17,51.22,0.28,8.83,11.21,0.06,72.46,29.6,76.19,38
2018,sumatera barat,kota bukittinggi,6,50,5.35,46.61,0,7.33,11.65,0.02,73.69,24.5,83.45,10
2018,sumatera barat,kota payakumbuh,6,0.92,5.88,50.81,1.1,8.17,10.55,0.15,73.13,28,74.05,45
2018,sumatera barat,kota pariaman,5,0.79,5.2,55.47,1.15,24.21,10.47,0.13,69.67,25.9,64.77,73
2018,riau,kuantan singingi,5,1.68,9.97,56.72,0.54,35.41,8.07,4.3,67.99,27.5,70.08,265
2018,riau,indragiri hulu,3,5,6.94,29.07,3.44,30.32,8.16,5.87,69.83,33.7,53.79,364
2018,riau,indragiri hilir,4,1.91,7.7,46.91,14.73,43.89,7.44,8.12,67.07,34.3,66.21,305
2018,riau,pelalawan,4,2.99,10.25,34.55,5.35,22.18,7.98,9.95,70.54,22.3,66.87,298
2018,riau,siak,5,2.79,5.8,53.97,0.79,12.7,9.5,8.84,70.64,23,70.78,255
2018,riau,kampar,3,5,8.02,40.53,0.27,38.37,8.88,6.43,70.16,27,52.74,367
2018,riau,rokan hulu,3,3.65,10.91,34.61,2.52,44.13,8.67,6.53,69.31,37.2,57.76,342
2018,riau,bengkalis,3,4.72,6.85,27.2,2.29,25.82,9.04,6,70.69,26.5,58.18,338
2018,riau,rokan hilir,4,3.73,7.88,40.99,1.06,33.31,8.29,5.85,69.66,35.9,59.73,335
2018,riau,kepulauan meranti,2,3.7,28.99,39.54,15.68,46.42,7.58,7.07,66.99,24.6,48.94,379
2018,riau,kota pekanbaru,6,50,3.05,46.2,0,7.37,10.94,0.14,71.75,27.7,81.15,22
2018,riau,kota dumai,5,50,4.57,50.64,0.16,16.65,9.75,1,70.37,30.1,63.67,77
2018,jambi,kerinci,6,0.29,7.45,46.97,2.89,29.36,8.18,3.94,69.52,35,81,39
2018,jambi,merangin,6,0.64,9.43,42.26,2.83,48.16,7.78,7.74,70.94,25.4,76.97,121
2018,jambi,sarolangun,5,1.18,8.87,41.72,1,42.37,7.91,7.31,68.83,37.3,72.7,218
2018,jambi,batang hari,4,1.84,10.33,62.8,2.39,51.04,7.87,6.76,70.12,28.1,66.56,302
2018,jambi,muaro jambi,4,3.59,4.37,64.54,0.42,45.43,8.43,5.34,70.9,16.1,60.98,332
2018,jambi,tanjung jabung timur,5,0.57,12.58,51.13,3.21,41.98,6.74,4.78,65.69,21.5,74.18,185
2018,jambi,tanjung jabung barat,5,1.52,11.32,38.4,4.38,35.54,7.64,9.25,67.75,29.2,71.04,251
2018,jambi,tebo,6,0.17,6.79,44.92,3.81,51.63,7.33,9.95,69.67,24.1,79.19,68
2018,jambi,bungo,5,1.54,5.82,38.19,1.98,37.81,7.99,3.05,67.27,21.9,73.89,195
2018,jambi,kota jambi,6,50,8.84,46.95,0.06,14.34,10.14,0.05,72.33,21.9,74.26,43
2018,jambi,kota sungai penuh,5,0.36,2.78,54.75,0.04,11.22,10.16,1,71.71,27.6,67.6,64
2018,sumatera selatan,ogan komering ulu,5,1.09,12.95,38.58,2.28,42.33,8.92,2.92,67.66,24.3,73.74,198
2018,sumatera selatan,ogan komering ilir,5,0.29,15.75,40.87,2.92,49.17,7.18,8.34,68.04,22.6,75.49,156
2018,sumatera selatan,muara enim,5,0.97,13.19,58.42,0.85,50.07,7.57,5.32,68.14,14.9,72.12,233
2018,sumatera selatan,lahat,5,0.6,16.81,41.91,0.19,60.12,8.71,4.45,65.25,28.2,70.82,254
2018,sumatera selatan,musi rawas,6,0.29,14.24,24.8,0.94,52.93,7.48,4.79,67.34,25.9,76.58,127
2018,sumatera selatan,musi banyuasin,5,0.6,16.75,42.14,4.22,38.93,7.87,8.63,68.14,21.4,75.13,167
2018,sumatera selatan,banyu asin,6,0.16,11.47,65.4,0.96,34.29,7.36,8.77,68.36,32.8,77.25,114
2018,sumatera selatan,ogan komering ulu selatan,5,0.38,10.98,38.62,5.95,65.46,7.87,4.77,66.24,22.5,73.87,196
2018,sumatera selatan,ogan komering ulu timur,6,0.17,11,28.44,0.41,55.22,7.49,0.97,68.44,26.7,78.49,83
2018,sumatera selatan,ogan ilir,5,0.52,13.58,50.08,4.99,38.55,7.75,1.8,64.72,29.5,73.96,193
2018,sumatera selatan,empat lawang,5,0.47,12.44,49.36,3.9,60.75,7.76,6.34,64.32,27.7,71.18,248
2018,sumatera selatan,penukal abab lematang ilir,5,1.59,14.53,48.55,0.39,48.92,6.89,2.42,67.7,18.6,67.97,287
2018,sumatera selatan,musi rawas utara,4,1.57,19.49,39.88,0.33,60.29,6.62,7.55,64.99,32.8,62.03,326
2018,sumatera selatan,kota palembang,6,50,11.4,48.51,0,4.22,9.79,0.06,70.1,14.5,73.26,47
2018,sumatera selatan,kota prabumulih,4,50,11.42,52.2,1.11,47.76,9.41,0.28,69.67,19.3,51.88,91
2018,sumatera selatan,kota pagar alam,2,0.74,8.89,54.93,2.27,59.74,9.58,1,65.87,26.5,36.41,96
2018,sumatera selatan,kota lubuklinggau,3,50,13.12,51.75,0.13,54.29,9.46,0.42,68.64,18.9,48.9,94
2018,bengkulu,bengkulu selatan,5,0.51,21.06,36.87,0.28,56.52,8.72,1.12,67.24,30.9,71.55,240
2018,bengkulu,rejang lebong,5,0.51,16.97,39.91,4.7,64.71,8.44,2.16,67.65,29,71.35,243
2018,bengkulu,bengkulu utara,5,0.7,13.11,41.67,1.11,48.42,7.83,3.73,67.42,35.8,72.92,212
2018,bengkulu,kaur,4,0.6,21.54,50.92,3.5,64.62,7.98,7.44,65.92,23.7,67.68,289
2018,bengkulu,seluma,5,0.56,20.73,41.19,3.35,64,7.85,2.78,66.85,23.3,69.74,272
2018,bengkulu,mukomuko,5,0.54,12.2,44.75,1.3,42.13,8.03,4.51,65.93,33.4,74.6,176
2018,bengkulu,lebong,5,0.6,11.83,54.62,2.76,57.91,7.66,4.51,62.46,34.4,69.17,274
2018,bengkulu,kepahiang,5,0.66,15.95,30.04,1.16,52.07,8.12,1.34,67.12,29.3,73.44,203
2018,bengkulu,bengkulu tengah,5,0.78,8.41,50.31,2.59,52.32,7.25,2.37,67.64,34.8,72.63,219
2018,bengkulu,kota bengkulu,5,50,19.18,40.89,0,24.92,11.63,0.07,69.52,23.5,64.58,74
2018,lampung,lampung barat,5,0.58,14.32,40.15,3.56,60.06,7.53,3.8,66.86,37.3,70.76,256
2018,lampung,tanggamus,5,0.55,13.25,31.3,2.87,62.39,7.09,2.78,67.8,37.3,71.96,236
2018,lampung,lampung selatan,6,0.32,15.16,43,0.12,44.15,7.87,0.48,68.65,30.3,76.48,132
2018,lampung,lampung timur,6,0.15,16.35,40.76,0.3,50.04,7.57,3.72,70.11,23.5,77.43,110
2018,lampung,lampung tengah,5,0.13,12.9,41.64,0.38,58.98,7.4,1.82,69.28,37,75.43,158
2018,lampung,lampung utara,5,0.1,21.55,38.14,0.2,65.9,8.43,1.58,68.48,34.9,72.18,232
2018,lampung,way kanan,5,0.21,14.06,32.38,1,71.08,7.15,3.45,68.74,30.7,73.63,199
2018,lampung,tulangbawang,6,0.17,10.09,58.83,3.9,44.96,7.69,3.41,69.41,24.4,78.24,90
2018,lampung,pesawaran,5,0.38,16.48,40.61,1.38,59.06,7.71,2.46,68.29,35.1,72.54,225
2018,lampung,pringsewu,6,0.62,11.3,31.24,0.77,39.36,7.96,0.53,69.14,25.8,78.48,84
2018,lampung,mesuji,6,0.18,7.66,27.36,0,38.45,7,4.79,67.49,31.7,80.82,44
2018,lampung,tulang bawang barat,6,0.1,8.11,20.68,0.14,55.77,7.34,2.08,69.35,27.2,80.7,45
2018,lampung,pesisir barat,5,0.41,15.61,54.87,6,65.98,7.82,7.05,62.54,29.8,67.99,285
2018,lampung,kota bandar lampung,5,50,9.94,48.04,0,14.77,10.22,0.09,70.84,33.4,68.93,59
2018,lampung,kota metro,5,50,9.89,44.17,0.25,37.29,10.63,0.06,71.13,26.6,65.98,71
2018,kepulauan bangka belitung,bangka,3,4.91,5.1,22.78,1.4,29.52,8.26,2.49,70.56,27.7,57.03,348
2018,kepulauan bangka belitung,belitung,3,5,7.77,20.02,0.88,16.02,8.12,4.15,70.44,27.6,57.67,343
2018,kepulauan bangka belitung,bangka barat,4,3.73,2.98,26.21,0.27,31.03,7.43,3.9,69.56,25,63.99,315
2018,kepulauan bangka belitung,bangka tengah,3,5,6.07,26.02,0.85,26.46,6.97,3.98,70.49,25.6,55.81,352
2018,kepulauan bangka belitung,bangka selatan,4,2.77,3.92,31.81,0.57,34.44,6.57,7.29,67.13,30.1,66.21,306
2018,kepulauan bangka belitung,belitung timur,3,5,6.81,22.78,1.73,20.75,8.39,4.94,71.37,29.3,57.32,346
2018,kepulauan bangka belitung,kota pangkalpinang,6,50,4.8,43.92,0,10.42,9.44,0.11,72.64,26.7,78.18,31
2018,kepulauan riau,karimun,3,5,7.41,12.61,2.16,38.6,7.92,1.3,70.32,19.8,55.75,354
2018,kepulauan riau,bintan,3,5,6.01,19.35,0.54,35.31,8.58,1.98,70.12,19.5,56.6,350
2018,kepulauan riau,natuna,3,5,4.64,23.64,4.3,29.09,8.55,3.6,64.33,19.7,54.75,358
2018,kepulauan riau,lingga,2,5,13.84,22.86,5.12,42.81,6.35,5.18,61.14,33.2,45.06,386
2018,kepulauan riau,kepulauan anambas,2,5,6.87,27.08,2.61,43.82,6.77,1.5,66.76,24.6,51.14,370
2018,kepulauan riau,kota batam,6,50,4.81,47.46,0.3,2.39,10.79,0.44,73.19,20.7,79.79,25
2018,kepulauan riau,kota tanjungpinang,5,50,9.29,50.44,0.36,20.44,10.07,0.15,71.84,20.8,68.53,62
2018,dki jakarta,kepulauan seribu,3,5,12.98,69.22,0,2.24,8.04,0.05,68.04,23.9,53.41,365
2018,dki jakarta,kota jakarta selatan,6,50,3.14,38.28,0,15.48,11.2,0.01,73.84,17.8,87.72,2
2018,dki jakarta,kota jakarta timur,6,50,3.31,44.7,0,10.74,11.09,0.02,74.18,25.7,84.33,8
2018,dki jakarta,kota jakarta pusat,6,50,3.78,41.71,0,7.14,10.6,0,73.83,29.2,84.66,6
2018,dki jakarta,kota jakarta barat,6,50,3.45,37.41,0,7.83,9.99,0.02,73.37,20.4,87.03,3
2018,dki jakarta,kota jakarta utara,6,50,5.59,38.22,0,2.24,10.19,0.02,72.99,23.7,85.71,5
2018,jawa barat,bogor,4,2.42,8.57,27.2,0,48.48,7.57,0.56,70.7,28.5,67.56,291
2018,jawa barat,sukabumi,5,0.64,8.04,43.68,0.7,56.96,7.04,1.2,70.26,37.6,74.32,181
2018,jawa barat,cianjur,5,0.64,11.41,50,0.18,64.24,7.09,0.86,69.49,35.7,71.47,241
2018,jawa barat,bandung,5,1.72,7.36,38.94,0,30.52,8.32,0.63,73.13,38.7,74.37,179
2018,jawa barat,garut,5,0.45,11.27,55.51,0.11,57.97,7.38,0.96,70.84,43.1,73.09,210
2018,jawa barat,tasikmalaya,5,0.51,10.84,60.89,0.4,59.45,7.29,1.25,68.71,33.4,72.28,227
2018,jawa barat,ciamis,5,0.7,8.2,56.06,0.22,55.57,7.66,1.21,71.07,29,74.86,172
2018,jawa barat,kuningan,5,0.63,13.27,56.52,0,49.19,7.45,0.55,72.88,28.5,75.17,164
2018,jawa barat,cirebon,5,1.31,12.97,46.35,0,36.29,6.95,0.28,71.49,25.6,73.38,204
2018,jawa barat,majalengka,6,0.52,12.6,52.54,0,39.41,7.02,0.57,69.39,30.2,75.92,144
2018,jawa barat,sumedang,6,0.6,10.53,32.8,0,44.02,8.17,0.93,72,28.1,79.18,70
2018,jawa barat,indramayu,6,0.4,13.67,55.49,0.26,15.7,6.03,0.98,70.86,29.9,79.79,58
2018,jawa barat,subang,6,0.48,10.77,35.27,0,46.8,7.26,1.22,71.71,25.5,78.85,74
2018,jawa barat,purwakarta,5,0.92,9.06,40.66,0,47.14,8.02,0.55,70.42,30.8,75.55,154
2018,jawa barat,karawang,6,0.67,10.25,25.24,0,20.63,7.37,0.36,71.64,26.1,82.69,15
2018,jawa barat,bekasi,6,1.92,4.73,23.07,0,9.17,8.52,0.36,73.3,23.7,80.65,47
2018,jawa barat,bandung barat,5,1.43,11.49,40.35,0,53.4,8.06,0.81,71.87,34.3,70.84,253
2018,jawa barat,pangandaran,6,0.66,10,48.31,0.36,40.4,7.52,1.44,70.56,28.1,77.18,115
2018,jawa barat,kota bogor,6,50,7.11,44.68,0,19.78,9.59,0.04,73.01,25,74.37,42
2018,jawa barat,kota sukabumi,5,50,8.48,48.76,0.34,27.51,9.42,0.03,71.95,23.1,67.32,66
2018,jawa barat,kota bandung,6,50,4.17,41.48,0,14.86,10.15,0.02,73.86,25.8,81.86,18
2018,jawa barat,kota cirebon,6,50,9.66,47.92,0,5.48,9.58,0.02,71.86,26.5,73.75,46
2018,jawa barat,kota bekasi,6,50,4.79,44.24,0,17.6,10.49,0.04,74.63,15,82.5,16
2018,jawa barat,kota depok,6,50,2.34,41.68,0,23.66,10.46,0.05,74.04,14.9,83.39,11
2018,jawa barat,kota cimahi,6,50,5.76,47.92,0,20.92,10.86,0.03,73.61,25.6,76.48,37
2018,jawa barat,kota tasikmalaya,4,50,14.8,48.94,0,33.77,9.28,0.1,71.48,38.2,56.09,90
2018,jawa barat,kota banjar,5,50,7.06,50.16,0,26.18,8.65,0.15,70.39,28,64.33,75
2018,jawa tengah,cilacap,6,0.5,13.94,31.45,0.43,38.97,6.67,0.77,73.24,27.2,79.19,69
2018,jawa tengah,banyumas,5,1.15,17.05,29.48,0,47.17,7.68,0.31,73.33,24.5,73.99,192
2018,jawa tengah,purbalingga,5,0.81,18.8,32.41,0.2,48.67,7.11,0.49,72.91,28.2,74,191
2018,jawa tengah,banjarnegara,5,0.79,17.21,37.99,0.16,59.95,6.6,0.78,73.79,30.1,72.35,226
2018,jawa tengah,kebumen,5,0.59,19.6,36.06,0.23,56.95,7.37,0.5,72.98,31.3,73.32,206
2018,jawa tengah,purworejo,6,0.51,13.81,29.85,0.09,51.99,7.79,0.55,74.26,25.8,78.63,79
2018,jawa tengah,wonosobo,6,0.56,20.32,25.37,0.11,38.02,6.84,0.8,71.3,32.5,75.87,147
2018,jawa tengah,magelang,6,0.75,12.42,28.32,0.17,47.73,7.18,0.91,73.39,37.6,76.32,137
2018,jawa tengah,boyolali,6,0.64,11.96,20.77,0.16,47.03,7.33,0.63,75.72,25.9,80.36,48
2018,jawa tengah,klaten,6,0.69,14.15,35.66,0,47.06,7.99,0.28,76.62,27.2,78.64,77
2018,jawa tengah,sukoharjo,6,0.61,8.75,23.04,0,35.16,8.78,0.2,77.49,23.8,85.21,4
2018,jawa tengah,wonogiri,6,0.2,12.9,35.78,0,44.42,6.63,1.02,76,23.9,81.83,26
2018,jawa tengah,karanganyar,6,0.52,12.28,24.41,0,44.48,7.79,0.56,77.31,22.6,82.4,19
2018,jawa tengah,sragen,6,0.37,14.02,30.73,0,34.3,6.95,0.47,75.55,25.2,82.22,22
2018,jawa tengah,grobogan,6,0.35,13.27,46.12,0.24,21.78,6.82,0.78,74.46,37.6,81.19,34
2018,jawa tengah,blora,6,0.36,13.04,36.43,0.12,24.86,6.62,1.09,73.99,37,81.3,32
2018,jawa tengah,rembang,6,0.6,18.35,44.27,0,27.1,6.81,0.91,74.32,32.3,77.71,104
2018,jawa tengah,pati,6,0.27,11.38,30.65,0,29.49,7.34,0.63,75.8,31.8,84.04,10
2018,jawa tengah,kudus,6,1.15,7.59,16.48,0,34.88,8.37,0.19,76.44,23,82.31,21
2018,jawa tengah,jepara,6,0.63,8.12,43.34,0,39.99,7.31,0.53,75.68,26.2,80.95,41
2018,jawa tengah,demak,6,0.48,13.41,35.45,0,16.78,7.47,0.68,75.27,25.9,84.11,7
2018,jawa tengah,semarang,6,0.9,7.78,19.68,0.16,38.33,8.15,0.7,75.57,21.1,82.66,16
2018,jawa tengah,temanggung,6,0.77,11.46,24.45,0.12,43.67,7.14,0.57,75.42,30,79.27,67
2018,jawa tengah,kendal,6,0.76,11.1,32.83,0.06,28.57,7.05,0.59,74.24,26.7,80.84,43
2018,jawa tengah,batang,6,0.76,10.8,36.64,0,48.55,6.8,0.69,74.5,30.9,77.1,119
2018,jawa tengah,pekalongan,5,1.26,12.61,38.38,0,55.74,6.91,0.48,73.46,35.6,71.17,249
2018,jawa tengah,pemalang,5,0.82,17.37,46.79,0,33.47,6.48,0.51,72.98,30.8,74.96,168
2018,jawa tengah,tegal,5,0.93,9.9,36.89,0.14,46.17,6.61,0.43,71.14,34.4,74.7,174
2018,jawa tengah,brebes,5,0.74,19.14,39.76,0,39.94,6.06,0.62,68.61,28.5,72.55,223
2018,jawa tengah,kota magelang,6,50,8.75,44.54,0.11,11.6,9.8,0.01,76.66,27.9,78.43,30
2018,jawa tengah,kota surakarta,6,50,10.65,41.7,0,18.89,9.78,0.01,77.06,22.1,77.65,32
2018,jawa tengah,kota salatiga,6,50,5.07,42.61,0,18.04,9.93,0.05,76.98,28.1,81.09,23
2018,jawa tengah,kota semarang,6,50,4.62,39.95,0.11,10.44,9.6,0.05,77.21,21,85.93,4
2018,jawa tengah,kota pekalongan,5,50,7.47,54.23,0,36.45,8.71,0.04,74.19,31.8,62.42,78
2018,jawa tengah,kota tegal,5,50,8.11,43.92,0,35.82,7.9,0.03,74.23,24.2,67.18,67
2018,daerah istimewa yogyakarta,kulon progo,6,0.7,20.03,42.78,0.65,42.58,8.61,0.52,75.06,23.6,76.59,126
2018,daerah istimewa yogyakarta,bantul,6,1.33,14.07,18.12,0,44.81,9.3,0.21,73.56,22.9,76.48,131
2018,daerah istimewa yogyakarta,gunung kidul,6,0.19,18.65,50.94,0.15,40.8,6.81,1.31,73.82,27.9,77.73,103
2018,daerah istimewa yogyakarta,sleman,6,0.98,8.13,16.96,0,43.81,10.37,0.11,74.63,10.6,83.49,11
2018,daerah istimewa yogyakarta,kota yogyakarta,6,50,7.64,40.76,0,31.46,11.09,0.01,74.35,23,76.82,36
2018,jawa timur,pacitan,6,0.3,15.42,47.15,0.15,47.6,7.1,1.48,71.31,21.1,77.35,112
2018,jawa timur,ponorogo,6,0.26,11.39,39.47,0.24,38.59,7.18,0.65,72.27,25.1,81.1,36
2018,jawa timur,trenggalek,6,0.41,12.96,43.68,0,60.77,7.21,0.9,73.15,24.3,76.35,136
2018,jawa timur,tulungagung,6,0.51,8.04,27.84,0.1,47.07,8.04,0.58,73.53,22.1,81.88,25
2018,jawa timur,blitar,6,0.55,9.8,36.03,0.33,52.48,7.29,0.93,72.99,23.3,78.64,78
2018,jawa timur,kediri,6,0.78,12.25,40.35,0.15,42.62,7.81,0.74,72.25,33.5,76.31,138
2018,jawa timur,malang,6,0.84,11.04,37.61,0.16,50.38,7.31,1.1,72.12,28.3,75.69,151
2018,jawa timur,lumajang,5,0.54,10.87,48.29,0.16,55.18,6.33,1.19,69.5,28.1,74.28,182
